因子ID,THS代码,因子名称,类别,频度,数据来源
FAC_0855,ths_sq_refund_of_tax_and_levies_stock,Sq Refund Of Tax And Levies,季频,季频,THS_BD
FAC_0856,ths_sq_other_cr_related_to_oa_stock,Sq Other Cr Related To Oa,季频,季频,THS_BD
FAC_0857,ths_sq_oa_cash_inflow_diff_sri_stock,Sq Oa Cash Inflow Diff Sri,季频,季频,THS_BD
FAC_0858,ths_sq_oa_cash_inflow_diff_tbi_stock,Sq Oa Cash Inflow Diff Tbi,季频,季频,THS_BD
FAC_0859,ths_sq_sub_total_of_cis_from_oa_stock,Sq Sub Total Of Cis From Oa,季频,季频,THS_BD
FAC_0860,ths_sq_cash_pay_for_goods_etc_stock,Sq Cash Pay For Goods Etc,季频,季频,THS_BD
FAC_0861,ths_sq_net_add_in_loans_etc_stock,Sq Net Add In Loans Etc,季频,季频,THS_BD
FAC_0862,ths_sq_deposit_net_add_etc_stock,Sq Deposit Net Add Etc,季频,季频,THS_BD
FAC_0863,ths_sq_cp_for_indemnity_of_orig_ic_stock,Sq Cp For Indemnity Of Orig Ic,季频,季频,THS_BD
FAC_0864,ths_sq_cp_for_interests_etc_stock,Sq Cp For Interests Etc,季频,季频,THS_BD
FAC_0865,ths_sq_cp_for_policy_dividends_stock,Sq Cp For Policy Dividends,季频,季频,THS_BD
FAC_0866,ths_sq_staff_cp_stock,Sq Staff Cp,季频,季频,THS_BD
FAC_0867,ths_sq_payments_of_all_taxes_stock,Sq Payments Of All Taxes,季频,季频,THS_BD
FAC_0868,ths_sq_othercp_related_to_oa_stock,Sq Othercp Related To Oa,季频,季频,THS_BD
FAC_0869,ths_sq_oa_cash_outflow_diff_sri_stock,Sq Oa Cash Outflow Diff Sri,季频,季频,THS_BD
FAC_0870,ths_sq_oa_cash_outflow_diff_tbi_stock,Sq Oa Cash Outflow Diff Tbi,季频,季频,THS_BD
FAC_0871,ths_sq_sub_total_of_cos_from_oa_stock,Sq Sub Total Of Cos From Oa,季频,季频,THS_BD
FAC_0872,ths_sq_ncf_diff_of_oa_sri_stock,Sq Ncf Diff Of Oa Sri,季频,季频,THS_BD
FAC_0873,ths_sq_ncf_diff_of_oa_tbi_stock,Sq Ncf Diff Of Oa Tbi,季频,季频,THS_BD
FAC_0874,ths_sq_ncf_from_oa_stock,Sq Ncf From Oa,季频,季频,THS_BD
FAC_0875,ths_sq_cr_from_disposal_of_invest_stock,Sq Cr From Disposal Of Invest,季频,季频,THS_BD
FAC_0876,ths_sq_cr_from_return_of_invest_stock,Sq Cr From Return Of Invest,季频,季频,THS_BD
FAC_0877,ths_sq_net_cr_from_disposal_assets_stock,Sq Net Cr From Disposal Assets,季频,季频,THS_BD
FAC_0878,ths_sq_net_cr_from_disposal_stock,Sq Net Cr From Disposal,季频,季频,THS_BD
FAC_0879,ths_sq_other_cr_related_to_ia_stock,Sq Other Cr Related To Ia,季频,季频,THS_BD
FAC_0880,ths_sq_ia_cash_inflow_diff_sri_stock,Sq Ia Cash Inflow Diff Sri,季频,季频,THS_BD
FAC_0881,ths_sq_ia_cash_inflow_diff_tbi_stock,Sq Ia Cash Inflow Diff Tbi,季频,季频,THS_BD
FAC_0882,ths_sq_sub_total_of_cis_from_ia_stock,Sq Sub Total Of Cis From Ia,季频,季频,THS_BD
FAC_0883,ths_sq_cash_paid_for_assets_stock,Sq Cash Paid For Assets,季频,季频,THS_BD
FAC_0884,ths_sq_invest_paid_cash_stock,Sq Invest Paid Cash,季频,季频,THS_BD
FAC_0885,ths_sq_net_add_in_pledge_loans_stock,Sq Net Add In Pledge Loans,季频,季频,THS_BD
FAC_0886,ths_sq_nc_of_branch_etc_stock,Sq Nc Of Branch Etc,季频,季频,THS_BD
FAC_0887,ths_sq_othercp_related_to_ia_stock,Sq Othercp Related To Ia,季频,季频,THS_BD
FAC_0888,ths_sq_ia_cash_outflow_diff_sri_stock,Sq Ia Cash Outflow Diff Sri,季频,季频,THS_BD
FAC_0889,ths_sq_ia_cash_outflow_diff_tbi_stock,Sq Ia Cash Outflow Diff Tbi,季频,季频,THS_BD
FAC_0890,ths_sq_sub_total_of_cos_from_ia_stock,Sq Sub Total Of Cos From Ia,季频,季频,THS_BD
FAC_0891,ths_sq_ncf_diff_from_ia_sri_stock,Sq Ncf Diff From Ia Sri,季频,季频,THS_BD
FAC_0892,ths_sq_ncf_diff_from_ia_tbi_stock,Sq Ncf Diff From Ia Tbi,季频,季频,THS_BD
FAC_0893,ths_sq_ncf_from_ia_stock,Sq Ncf From Ia,季频,季频,THS_BD
FAC_0894,ths_sq_cr_from_absorb_invest_stock,Sq Cr From Absorb Invest,季频,季频,THS_BD
FAC_0895,ths_sq_cr_from_minority_holders_stock,Sq Cr From Minority Holders,季频,季频,THS_BD
FAC_0896,ths_sq_cr_from_borrowings_stock,Sq Cr From Borrowings,季频,季频,THS_BD
FAC_0897,ths_sq_cr_from_bond_issue_stock,Sq Cr From Bond Issue,季频,季频,THS_BD
FAC_0898,ths_sq_other_cr_related_to_fa_stock,Sq Other Cr Related To Fa,季频,季频,THS_BD
FAC_0899,ths_sq_fa_cash_in_flow_diff_sri_stock,Sq Fa Cash In Flow Diff Sri,季频,季频,THS_BD
FAC_0900,ths_sq_fa_cash_in_flow_diff_tbi_stock,Sq Fa Cash In Flow Diff Tbi,季频,季频,THS_BD
FAC_0901,ths_sq_sub_total_of_ci_from_fa_stock,Sq Sub Total Of Ci From Fa,季频,季频,THS_BD
FAC_0902,ths_sq_cash_repay_of_amt_borrowed_stock,Sq Cash Repay Of Amt Borrowed,季频,季频,THS_BD
FAC_0903,ths_sq_dividend_etc_cp_stock,Sq Dividend Etc Cp,季频,季频,THS_BD
FAC_0904,ths_sq_dap_paid_to_minority_holder_stock,Sq Dap Paid To Minority Holder,季频,季频,THS_BD
FAC_0905,ths_sq_othercp_related_to_fa_stock,Sq Othercp Related To Fa,季频,季频,THS_BD
FAC_0906,ths_sq_fa_cash_out_flow_diff_sri_stock,Sq Fa Cash Out Flow Diff Sri,季频,季频,THS_BD
FAC_0907,ths_sq_fa_cash_out_flow_diff_tbi_stock,Sq Fa Cash Out Flow Diff Tbi,季频,季频,THS_BD
FAC_0908,ths_sq_sub_total_of_co_from_fa_stock,Sq Sub Total Of Co From Fa,季频,季频,THS_BD
FAC_0909,ths_sq_ncf_diff_from_fa_sri_stock,Sq Ncf Diff From Fa Sri,季频,季频,THS_BD
FAC_0910,ths_sq_ncf_diff_from_fa_tbi_stock,Sq Ncf Diff From Fa Tbi,季频,季频,THS_BD
FAC_0911,ths_sq_ncf_from_fa_stock,Sq Ncf From Fa,季频,季频,THS_BD
FAC_0912,ths_sq_net_increase_in_cce_stock,Sq Net Increase In Cce,季频,季频,THS_BD
FAC_0913,ths_sq_final_cce_balance_stock,Sq Final Cce Balance,季频,季频,THS_BD
FAC_0914,ths_sq_ending_balance_of_cce_stock,Sq Ending Balance Of Cce,季频,季频,THS_BD
FAC_0915,ths_sq_np_cfs_stock,Sq Np Cfs,季频,季频,THS_BD
FAC_0916,ths_sq_asset_impairment_reserve_stock,Sq Asset Impairment Reserve,季频,季频,THS_BD
FAC_0917,ths_sq_depreciation_stock,Sq Depreciation,季频,季频,THS_BD
FAC_0918,ths_sq_intangible_assets_amortized_stock,Sq Intangible Assets Amortized,季频,季频,THS_BD
FAC_0919,ths_sq_lt_deferred_cost_amortize_stock,Sq Lt Deferred Cost Amortize,季频,季频,THS_BD
FAC_0920,ths_sq_loss_of_disposal_assets_stock,Sq Loss Of Disposal Assets,季频,季频,THS_BD
FAC_0921,ths_sq_loss_on_scrapping_of_fa_stock,Sq Loss On Scrapping Of Fa,季频,季频,THS_BD
FAC_0922,ths_sq_loss_from_fv_change_stock,Sq Loss From Fv Change,季频,季频,THS_BD
FAC_0923,ths_sq_finance_cost_cfs_stock,Sq Finance Cost Cfs,季频,季频,THS_BD
FAC_0924,ths_sq_invest_loss_stock,Sq Invest Loss,季频,季频,THS_BD
FAC_0925,ths_sq_dit_assets_decrease_stock,Sq Dit Assets Decrease,季频,季频,THS_BD
FAC_0926,ths_sq_dit_liab_increase_stock,Sq Dit Liab Increase,季频,季频,THS_BD
FAC_0927,ths_sq_inventory_decrease_stock,Sq Inventory Decrease,季频,季频,THS_BD
FAC_0928,ths_sq_operating_items_decrease_stock,Sq Operating Items Decrease,季频,季频,THS_BD
FAC_0929,ths_sq_increase_of_operating_items_stock,Sq Increase Of Operating Items,季频,季频,THS_BD
FAC_0930,ths_sq_si_others_stock,Sq Si Others,季频,季频,THS_BD
FAC_0931,ths_sq_ncf_diff_from_oa_by_im_sri_stock,Sq Ncf Diff From Oa By Im Sri,季频,季频,THS_BD
FAC_0932,ths_sq_ncf_diff_from_oa_by_im_tbi_stock,Sq Ncf Diff From Oa By Im Tbi,季频,季频,THS_BD
FAC_0933,ths_sq_ncf_from_oa_by_im_stock,Sq Ncf From Oa By Im,季频,季频,THS_BD
FAC_0934,ths_sq_debt_tranfer_to_capital_stock,Sq Debt Tranfer To Capital,季频,季频,THS_BD
FAC_0935,ths_sq_cb_due_within1year_stock,Sq Cb Due Within1Year,季频,季频,THS_BD
FAC_0936,ths_sq_fa_of_finance_lease_stock,Sq Fa Of Finance Lease,季频,季频,THS_BD
FAC_0937,ths_sq_ending_balance_of_cash_stock,Sq Ending Balance Of Cash,季频,季频,THS_BD
FAC_0938,ths_sq_initial_balance_of_cash_stock,Sq Initial Balance Of Cash,季频,季频,THS_BD
FAC_0939,ths_sq_final_balance_of_cce_stock,Sq Final Balance Of Cce,季频,季频,THS_BD
FAC_0940,ths_sq_initial_balance_of_cce_stock,Sq Initial Balance Of Cce,季频,季频,THS_BD
FAC_0941,ths_sq_net_dd_diff_in_cce_im_sri_stock,Sq Net Dd Diff In Cce Im Sri,季频,季频,THS_BD
FAC_0942,ths_sq_net_add_diff_in_cce_im_tbi_stock,Sq Net Add Diff In Cce Im Tbi,季频,季频,THS_BD
FAC_0943,ths_sq_net_increase_in_cce_by_im_stock,Sq Net Increase In Cce By Im,季频,季频,THS_BD
FAC_00944,ths_central_bank_cash_and_deposit_stock,Central Bank Cash And Deposit,资产负债,年频,待验证,,,,,
FAC_00945,ths_interbank_storage_stock,Interbank Storage,其他,年频,待验证,,,,,
FAC_00946,ths_precious_metal_stock,Precious Metal,其他,年频,待验证,,,,,
FAC_00947,ths_financial_investments_stock,Financial Investments,财务指标,年频,待验证,,,,,
FAC_00948,ths_receivable_invest_stock,Receivable Invest,财务指标,年频,待验证,,,,,
FAC_00949,agency_business_asset,Agency Business Asset,资产负债,年频,待验证,,,,,
FAC_00950,ths_other_assets_stock,Other Assets,资产负债,年频,待验证,,,,,
FAC_00951,ths_interbank_deposit_etc_stock,Interbank Deposit Etc,资产负债,年频,待验证,,,,,
FAC_00952,ths_savings_absorption_stock,Savings Absorption,其他,年频,待验证,,,,,
FAC_00953,agency_business_liability,Agency Business Liability,资产负债,年频,待验证,,,,,
FAC_00954,ths_other_liab_stock,Other Liab,资产负债,年频,待验证,,,,,
FAC_00955,ths_interest_net_income_stock,Interest Net Income,财务指标,年频,待验证,,,,,
FAC_00956,ths_commi_net_income_stock,Commi Net Income,财务指标,年频,待验证,,,,,
FAC_00957,ths_other_bussiness_income_stock,Other Bussiness Income,财务指标,年频,待验证,,,,,
FAC_00958,ths_operating_payout_stock,Operating Payout,财务指标,年频,待验证,,,,,
FAC_00959,ths_business_and_manage_fee_stock,Business And Manage Fee,费用指标,年频,待验证,,,,,
FAC_00960,ths_other_business_costs_stock,Other Business Costs,财务指标,年频,待验证,,,,,
FAC_00961,ths_depreciation_rou_stock,Depreciation Rou,其他,年频,待验证,,,,,
FAC_00962,ths_sq_interest_net_income_stock,Sq Interest Net Income,季频,季频,待验证,,,,,
FAC_00963,ths_sq_commi_net_income_stock,Sq Commi Net Income,季频,季频,待验证,,,,,
FAC_00964,ths_sq_other_business_income_stock,Sq Other Business Income,季频,季频,待验证,,,,,
FAC_00965,ths_sq_operating_payout_stock,Sq Operating Payout,季频,季频,待验证,,,,,
FAC_00966,ths_sq_business_and_manage_fee_stock,Sq Business And Manage Fee,季频,季频,待验证,,,,,
FAC_00967,ths_sq_other_business_costs_stock,Sq Other Business Costs,季频,季频,待验证,,,,,
FAC_00968,ths_sq_other_reclass_to_gal_stock,Sq Other Reclass To Gal,季频,季频,待验证,,,,,
FAC_00969,ths_customer_deposit_stock,Customer Deposit,资产负债,年频,待验证,,,,,
FAC_00970,ths_customer_provision_stock,Customer Provision,其他,年频,待验证,,,,,
FAC_00971,ths_financing_funds_stock,Financing Funds,其他,年频,待验证,,,,,
FAC_00972,ths_receivable_stock,Receivable,资产负债,年频,待验证,,,,,
FAC_00973,ths_paid_deposit_stock,Paid Deposit,资产负债,年频,待验证,,,,,
FAC_00974,ths_trans_seat_fee_stock,Trans Seat Fee,费用指标,年频,待验证,,,,,
FAC_00975,ths_pledged_borrow_stock,Pledged Borrow,资产负债,年频,待验证,,,,,
FAC_00976,ths_st_financing_payable_stock,St Financing Payable,资产负债,年频,待验证,,,,,
FAC_00977,ths_accrued_payables_stock,Accrued Payables,资产负债,年频,待验证,,,,,
FAC_00978,ths_td_risk_preparation_stock,Td Risk Preparation,比率指标,年频,待验证,,,,,
FAC_00979,ths_brokerage_charge_net_income_stock,Brokerage Charge Net Income,财务指标,年频,待验证,,,,,
FAC_00980,ths_net_income_from_invest_banking_stock,Net Income From Invest Banking,财务指标,年频,待验证,,,,,
FAC_00981,ths_ams_charge_net_income_stock,Ams Charge Net Income,财务指标,年频,待验证,,,,,
FAC_00982,ths_flf_net_decrease_amt_stock,Flf Net Decrease Amt,其他,年频,待验证,,,,,
FAC_00983,ths_acting_sec_received_net_cash_stock,Acting Sec Received Net Cash,现金流,年频,待验证,,,,,
FAC_00984,ths_flf_net_increase_amt_stock,Flf Net Increase Amt,其他,年频,待验证,,,,,
FAC_00985,ths_acting_td_sec_paied_net_cash_stock,Acting Td Sec Paied Net Cash,现金流,年频,待验证,,,,,
FAC_00986,ths_foreign_exchange_loss_stock,Foreign Exchange Loss,其他,年频,待验证,,,,,
FAC_00987,ths_sq_brokerage_charge_net_income_stock,Sq Brokerage Charge Net Income,季频,季频,待验证,,,,,
FAC_00988,ths_sq_ni_from_invest_banking_stock,Sq Ni From Invest Banking,季频,季频,待验证,,,,,
FAC_00989,ths_sq_ams_charge_net_income_stock,Sq Ams Charge Net Income,季频,季频,待验证,,,,,
FAC_00990,ths_sq_lf_net_decrease_amt_stock,Sq Lf Net Decrease Amt,季频,季频,待验证,,,,,
FAC_00991,ths_sq_acting_td_sec_received_nc_stock,Sq Acting Td Sec Received Nc,季频,季频,待验证,,,,,
FAC_00992,ths_sq_lf_net_increase_amt_stock,Sq Lf Net Increase Amt,季频,季频,待验证,,,,,
FAC_00993,ths_sq_acting_td_sec_paied_nc_stock,Sq Acting Td Sec Paied Nc,季频,季频,待验证,,,,,
FAC_00994,ths_subrogation_receivable_stock,Subrogation Receivable,资产负债,年频,待验证,,,,,
FAC_00995,ths_rein_undue_liability_reserve_stock,Rein Undue Liability Reserve,资产负债,年频,待验证,,,,,
FAC_00996,ths_receivable_rein_olr_stock,Receivable Rein Olr,资产负债,年频,待验证,,,,,
FAC_00997,ths_receivable_rein_duty_reserve_stock,Receivable Rein Duty Reserve,资产负债,年频,待验证,,,,,
FAC_00998,ths_receivable_deposit_of_lt_hi_stock,Receivable Deposit Of Lt Hi,资产负债,年频,待验证,,,,,
FAC_00999,ths_assured_pledge_loan_stock,Assured Pledge Loan,资产负债,年频,待验证,,,,,
FAC_01000,ths_fixed_deposit_stock,Fixed Deposit,资产负债,年频,待验证,,,,,
FAC_01001,ths_insurance_contract_assets_stock,Insurance Contract Assets,资产负债,年频,待验证,,,,,
FAC_01002,ths_sep_reinsurance_contra_assets_stock,Sep Reinsurance Contra Assets,资产负债,年频,待验证,,,,,
FAC_01003,ths_paid_capital_deposit_stock,Paid Capital Deposit,资产负债,年频,待验证,,,,,
FAC_01004,ths_separate_account_stock,Separate Account,比率指标,年频,待验证,,,,,
FAC_01005,ths_received_deposit_stock,Received Deposit,资产负债,年频,待验证,,,,,
FAC_01006,ths_advance_premium_stock,Advance Premium,其他,年频,待验证,,,,,
FAC_01007,ths_claim_payable_stock,Claim Payable,资产负债,年频,待验证,,,,,
FAC_01008,ths_dvdnd_payable_for_the_insured_stock,Dvdnd Payable For The Insured,资产负债,年频,待验证,,,,,
FAC_01009,ths_assured_saving_and_invest_stock,Assured Saving And Invest,财务指标,年频,待验证,,,,,
FAC_01010,ths_unearned_premium_reserve_stock,Unearned Premium Reserve,资产负债,年频,待验证,,,,,
FAC_01011,ths_reserve_for_outstanding_losses_stock,Reserve For Outstanding Losses,资产负债,年频,待验证,,,,,
FAC_01012,ths_life_insurance_reserve_stock,Life Insurance Reserve,资产负债,年频,待验证,,,,,
FAC_01013,ths_lt_health_insurance_reserve_stock,Lt Health Insurance Reserve,资产负债,年频,待验证,,,,,
FAC_01014,ths_insurance_contract_liabilities_stock,Insurance Contract Liabilities,资产负债,年频,待验证,,,,,
FAC_01015,ths_sep_reinsurance_contra_lia_stock,Sep Reinsurance Contra Lia,其他,年频,待验证,,,,,
FAC_01016,ths_independent_account_liab_stock,Independent Account Liab,资产负债,年频,待验证,,,,,
FAC_01017,ths_insurance_income_stock,Insurance Income,财务指标,年频,待验证,,,,,
FAC_01018,ths_rein_premium_income_stock,Rein Premium Income,财务指标,年频,待验证,,,,,
FAC_01019,ths_ceded_out_premium_stock,Ceded Out Premium,其他,年频,待验证,,,,,
FAC_01020,ths_draw_undue_duty_deposit_stock,Draw Undue Duty Deposit,资产负债,年频,待验证,,,,,
FAC_01021,ths_insurance_service_income_stock,Insurance Service Income,财务指标,年频,待验证,,,,,
FAC_01022,ths_insurance_service_expense_stock,Insurance Service Expense,财务指标,年频,待验证,,,,,
FAC_01023,ths_apportionment_of_ceded_remiums_stock,Apportionment Of Ceded Remiums,其他,年频,待验证,,,,,
FAC_01024,ths_amortized_insurance_service_fee_stock,Amortized Insurance Service Fee,费用指标,年频,待验证,,,,,
FAC_01025,ths_compen_payout_stock,Compen Payout,其他,年频,待验证,,,,,
FAC_01026,ths_amortized_reimburse_cost_stock,Amortized Reimburse Cost,财务指标,年频,待验证,,,,,
FAC_01027,ths_extract_ic_reserve_stock,Extract Ic Reserve,资产负债,年频,待验证,,,,,
FAC_01028,ths_amortized_deposit_for_duty_stock,Amortized Deposit For Duty,资产负债,年频,待验证,,,,,
FAC_01029,ths_accept_insurance_financial_losses_stock,Accept Insurance Financial Losses,其他,年频,待验证,,,,,
FAC_01030,ths_ceded_reinsurance_financial_income_stock,Ceded Reinsurance Financial Income,财务指标,年频,待验证,,,,,
FAC_01031,ths_amortized_rein_expenditure_stock,Amortized Rein Expenditure,费用指标,年频,待验证,,,,,
FAC_01032,ths_fchange_in_icontract_notto_pl_stock,Fchange In Icontract Notto Pl,其他,年频,待验证,,,,,
FAC_01033,ths_fchange_in_icontract_to_pl_stock,Fchange In Icontract To Pl,其他,年频,待验证,,,,,
FAC_01034,ths_fchanges_in_crcontract_to_pl_stock,Fchanges In Crcontract To Pl,其他,年频,待验证,,,,,
FAC_01035,ths_recei_cash_from_iss_contra_stock,Recei Cash From Iss Contra,现金流,年频,待验证,,,,,
FAC_01036,ths_net_cash_from_rein_contra_stock,Net Cash From Rein Contra,现金流,年频,待验证,,,,,
FAC_01037,ths_net_decre_policy_pledg_loan_stock,Net Decre Policy Pledg Loan,资产负债,年频,待验证,,,,,
FAC_01038,ths_cash_paid_for_issu_ic_inde_stock,Cash Paid For Issu Ic Inde,现金流,年频,待验证,,,,,
FAC_01039,ths_net_cash_paid_for_ceded_rc_stock,Net Cash Paid For Ceded Rc,现金流,年频,待验证,,,,,
FAC_01040,ths_net_incre_policy_pledg_loan_stock,Net Incre Policy Pledg Loan,资产负债,年频,待验证,,,,,
FAC_01041,ths_net_cash_recei_buyback_refa_stock,Net Cash Recei Buyback Refa,现金流,年频,待验证,,,,,
FAC_01042,ths_net_cash_paid_buyback_refa_stock,Net Cash Paid Buyback Refa,现金流,年频,待验证,,,,,
FAC_01043,ths_net_decre_in_repurchase_stock,Net Decre In Repurchase,其他,年频,待验证,,,,,
FAC_01044,ths_cash_paid_to_repay_lease_lia_stock,Cash Paid To Repay Lease Lia,现金流,年频,待验证,,,,,
FAC_01045,ths_insurance_service_income_sq_stock,Insurance Service Income Sq,财务指标,年频,待验证,,,,,
FAC_01046,ths_sq_insurance_income_stock,Sq Insurance Income,季频,季频,待验证,,,,,
FAC_01047,ths_sq_rein_premium_income_stock,Sq Rein Premium Income,季频,季频,待验证,,,,,
FAC_01048,ths_sq_ceded_out_premium_stock,Sq Ceded Out Premium,季频,季频,待验证,,,,,
FAC_01049,ths_sq_draw_undueduty_deposit_stock,Sq Draw Undueduty Deposit,季频,季频,待验证,,,,,
FAC_01050,ths_insurance_service_expense_sq_stock,Insurance Service Expense Sq,财务指标,年频,待验证,,,,,
FAC_01051,ths_apport_of_ceded_remiums_sq_stock,Apport Of Ceded Remiums Sq,其他,年频,待验证,,,,,
FAC_01052,ths_amort_insur_service_fee_sq_stock,Amort Insur Service Fee Sq,费用指标,年频,待验证,,,,,
FAC_01053,ths_sq_compen_payout_stock,Sq Compen Payout,季频,季频,待验证,,,,,
FAC_01054,ths_sq_amortized_reimburse_cost_stock,Sq Amortized Reimburse Cost,季频,季频,待验证,,,,,
FAC_01055,ths_sq_extract_ic_reserve_stock,Sq Extract Ic Reserve,季频,季频,待验证,,,,,
FAC_01056,ths_sq_amortized_deposit_for_duty_stock,Sq Amortized Deposit For Duty,季频,季频,待验证,,,,,
FAC_01057,ths_accept_insur_fin_losses_sq_stock,Accept Insur Fin Losses Sq,其他,年频,待验证,,,,,
FAC_01058,ths_ceded_reinsur_fin_income_sq_stock,Ceded Reinsur Fin Income Sq,财务指标,年频,待验证,,,,,
FAC_01059,ths_sq_amortized_rein_expenditure_stock,Sq Amortized Rein Expenditure,季频,季频,待验证,,,,,
FAC_01060,ths_fchange_icontract_notto_pl_sq_stock,Fchange Icontract Notto Pl Sq,其他,年频,待验证,,,,,
FAC_01061,ths_fchange_in_icontract_to_pl_sq_stock,Fchange In Icontract To Pl Sq,其他,年频,待验证,,,,,
FAC_01062,ths_fchanges_crcontract_to_pl_sq_stock,Fchanges Crcontract To Pl Sq,其他,年频,待验证,,,,,
FAC_01063,ths_recei_cash_from_iss_contra_sq_stock,Recei Cash From Iss Contra Sq,现金流,年频,待验证,,,,,
FAC_01064,ths_net_cash_from_rein_contra_sq_stock,Net Cash From Rein Contra Sq,现金流,年频,待验证,,,,,
FAC_01065,ths_net_decre_policy_pledg_loan_sq_stock,Net Decre Policy Pledg Loan Sq,资产负债,年频,待验证,,,,,
FAC_01066,ths_cash_paid_for_issu_ic_inde_sq_stock,Cash Paid For Issu Ic Inde Sq,现金流,年频,待验证,,,,,
FAC_01067,ths_net_cash_paid_for_ceded_rc_sq_stock,Net Cash Paid For Ceded Rc Sq,现金流,年频,待验证,,,,,
FAC_01068,ths_net_incre_policy_pledg_loan_sq_stock,Net Incre Policy Pledg Loan Sq,资产负债,年频,待验证,,,,,
FAC_01069,ths_net_cash_recei_buyback_refa_sq_stock,Net Cash Recei Buyback Refa Sq,现金流,年频,待验证,,,,,
FAC_01070,ths_net_cash_paid_buyback_refa_sq_stock,Net Cash Paid Buyback Refa Sq,现金流,年频,待验证,,,,,
FAC_01071,ths_net_decre_in_repurchase_sq_stock,Net Decre In Repurchase Sq,其他,年频,待验证,,,,,
FAC_01072,ths_cash_paid_to_repay_lease_lia_sq_stock,Cash Paid To Repay Lease Lia Sq,现金流,年频,待验证,,,,,
FAC_01073,ths_history_reportdate_pit_stock,History Reportdate Pit,其他,年频,待验证,,,,,
FAC_01074,ths_report_changedate_pit_stock,Report Changedate Pit,其他,年频,待验证,,,,,
