因子ID,THS代码,因子名称,类别,频度,数据来源
FAC_04633,ths_saleable_finacial_assets_fore_num_adpt_p_stock,Saleable Finacial Assets Fore Num Adpt P,资产负债,年频,待验证,,,,,
FAC_04634,ths_saleable_finacial_assets_mean_adpt_p_stock,Saleable Finacial Assets Mean Adpt P,资产负债,年频,待验证,,,,,
FAC_04635,ths_saleable_finacial_assets_max_adpt_p_stock,Saleable Finacial Assets Max Adpt P,资产负债,年频,待验证,,,,,
FAC_04636,ths_saleable_finacial_assets_min_adpt_p_stock,Saleable Finacial Assets Min Adpt P,资产负债,年频,待验证,,,,,
FAC_04637,ths_saleable_finacial_assets_mid_adpt_p_stock,Saleable Finacial Assets Mid Adpt P,资产负债,年频,待验证,,,,,
FAC_04638,ths_saleable_finacial_assets_std_adpt_p_stock,Saleable Finacial Assets Std Adpt P,资产负债,年频,待验证,,,,,
FAC_04639,ths_lt_equity_invest_fore_num_adpt_p_stock,Lt Equity Invest Fore Num Adpt P,财务指标,年频,待验证,,,,,
FAC_04640,ths_lt_equity_invest_mean_adpt_p_stock,Lt Equity Invest Mean Adpt P,财务指标,年频,待验证,,,,,
FAC_04641,ths_lt_equity_invest_max_adpt_p_stock,Lt Equity Invest Max Adpt P,财务指标,年频,待验证,,,,,
FAC_04642,ths_lt_equity_invest_min_adpt_p_stock,Lt Equity Invest Min Adpt P,财务指标,年频,待验证,,,,,
FAC_04643,ths_lt_equity_invest_mid_adpt_p_stock,Lt Equity Invest Mid Adpt P,财务指标,年频,待验证,,,,,
FAC_04644,ths_lt_equity_invest_std_adpt_p_stock,Lt Equity Invest Std Adpt P,财务指标,年频,待验证,,,,,
FAC_04645,ths_debt_invest_fore_num_adpt_p_stock,Debt Invest Fore Num Adpt P,财务指标,年频,待验证,,,,,
FAC_04646,ths_debt_invest_mean_adpt_p_stock,Debt Invest Mean Adpt P,财务指标,年频,待验证,,,,,
FAC_04647,ths_debt_invest_max_adpt_p_stock,Debt Invest Max Adpt P,财务指标,年频,待验证,,,,,
FAC_04648,ths_debt_invest_min_adpt_p_stock,Debt Invest Min Adpt P,财务指标,年频,待验证,,,,,
FAC_04649,ths_debt_invest_mid_adpt_p_stock,Debt Invest Mid Adpt P,财务指标,年频,待验证,,,,,
FAC_04650,ths_debt_invest_std_adpt_p_stock,Debt Invest Std Adpt P,财务指标,年频,待验证,,,,,
FAC_04651,ths_other_eq_ins_invest_fore_num_adpt_p_stock,Other Eq Ins Invest Fore Num Adpt P,财务指标,年频,待验证,,,,,
FAC_04652,ths_other_eq_ins_invest_mean_adpt_p_stock,Other Eq Ins Invest Mean Adpt P,财务指标,年频,待验证,,,,,
FAC_04653,ths_other_eq_ins_invest_max_adpt_p_stock,Other Eq Ins Invest Max Adpt P,财务指标,年频,待验证,,,,,
FAC_04654,ths_other_eq_ins_invest_min_adpt_p_stock,Other Eq Ins Invest Min Adpt P,财务指标,年频,待验证,,,,,
FAC_04655,ths_other_eq_ins_invest_mid_adpt_p_stock,Other Eq Ins Invest Mid Adpt P,财务指标,年频,待验证,,,,,
FAC_04656,ths_other_eq_ins_invest_std_adpt_p_stock,Other Eq Ins Invest Std Adpt P,财务指标,年频,待验证,,,,,
FAC_04657,ths_other_debt_invest_fore_num_adpt_p_stock,Other Debt Invest Fore Num Adpt P,财务指标,年频,待验证,,,,,
FAC_04658,ths_other_debt_invest_mean_adpt_p_stock,Other Debt Invest Mean Adpt P,财务指标,年频,待验证,,,,,
FAC_04659,ths_other_debt_invest_max_adpt_p_stock,Other Debt Invest Max Adpt P,财务指标,年频,待验证,,,,,
FAC_04660,ths_other_debt_invest_min_adpt_p_stock,Other Debt Invest Min Adpt P,财务指标,年频,待验证,,,,,
FAC_04661,ths_other_debt_invest_mid_adpt_p_stock,Other Debt Invest Mid Adpt P,财务指标,年频,待验证,,,,,
FAC_04662,ths_other_debt_invest_std_adpt_p_stock,Other Debt Invest Std Adpt P,财务指标,年频,待验证,,,,,
FAC_04663,ths_fixed_asset_fore_num_adpt_p_stock,Fixed Asset Fore Num Adpt P,资产负债,年频,待验证,,,,,
FAC_04664,ths_fixed_asset_mean_adpt_p_stock,Fixed Asset Mean Adpt P,资产负债,年频,待验证,,,,,
FAC_04665,ths_fixed_asset_max_adpt_p_stock,Fixed Asset Max Adpt P,资产负债,年频,待验证,,,,,
FAC_04666,ths_fixed_asset_min_adpt_p_stock,Fixed Asset Min Adpt P,资产负债,年频,待验证,,,,,
FAC_04667,ths_fixed_asset_mid_adpt_p_stock,Fixed Asset Mid Adpt P,资产负债,年频,待验证,,,,,
FAC_04668,ths_fixed_asset_std_adpt_p_stock,Fixed Asset Std Adpt P,资产负债,年频,待验证,,,,,
FAC_04669,ths_intangible_assets_fore_num_adpt_p_stock,Intangible Assets Fore Num Adpt P,资产负债,年频,待验证,,,,,
FAC_04670,ths_intangible_assets_mean_adpt_p_stock,Intangible Assets Mean Adpt P,资产负债,年频,待验证,,,,,
FAC_04671,ths_intangible_assets_max_adpt_p_stock,Intangible Assets Max Adpt P,资产负债,年频,待验证,,,,,
FAC_04672,ths_intangible_assets_min_adpt_p_stock,Intangible Assets Min Adpt P,资产负债,年频,待验证,,,,,
FAC_04673,ths_intangible_assets_mid_adpt_p_stock,Intangible Assets Mid Adpt P,资产负债,年频,待验证,,,,,
FAC_04674,ths_intangible_assets_std_adpt_p_stock,Intangible Assets Std Adpt P,资产负债,年频,待验证,,,,,
FAC_04675,ths_goodwill_fore_num_adpt_p_stock,Goodwill Fore Num Adpt P,预测指标,年频,待验证,,,,,
FAC_04676,ths_goodwill_mean_adpt_p_stock,Goodwill Mean Adpt P,预测指标,年频,待验证,,,,,
FAC_04677,ths_goodwill_max_adpt_p_stock,Goodwill Max Adpt P,预测指标,年频,待验证,,,,,
FAC_04678,ths_goodwill_min_adpt_p_stock,Goodwill Min Adpt P,预测指标,年频,待验证,,,,,
FAC_04679,ths_goodwill_mid_adpt_p_stock,Goodwill Mid Adpt P,预测指标,年频,待验证,,,,,
FAC_04680,ths_goodwill_std_adpt_p_stock,Goodwill Std Adpt P,预测指标,年频,待验证,,,,,
FAC_04681,ths_total_assets_fore_num_adpt_p_stock,Total Assets Fore Num Adpt P,资产负债,年频,待验证,,,,,
FAC_04682,ths_total_assets_mean_adpt_p_stock,Total Assets Mean Adpt P,资产负债,年频,待验证,,,,,
FAC_04683,ths_total_assets_max_adpt_p_stock,Total Assets Max Adpt P,资产负债,年频,待验证,,,,,
FAC_04684,ths_total_assets_min_adpt_p_stock,Total Assets Min Adpt P,资产负债,年频,待验证,,,,,
FAC_04685,ths_total_assets_mid_adpt_p_stock,Total Assets Mid Adpt P,资产负债,年频,待验证,,,,,
FAC_04686,ths_total_assets_std_adpt_p_stock,Total Assets Std Adpt P,资产负债,年频,待验证,,,,,
FAC_04687,ths_st_financing_payable_fore_num_adpt_p_stock,St Financing Payable Fore Num Adpt P,资产负债,年频,待验证,,,,,
FAC_04688,ths_st_financing_payable_mean_adpt_p_stock,St Financing Payable Mean Adpt P,资产负债,年频,待验证,,,,,
FAC_04689,ths_st_financing_payable_max_adpt_p_stock,St Financing Payable Max Adpt P,资产负债,年频,待验证,,,,,
FAC_04690,ths_st_financing_payable_min_adpt_p_stock,St Financing Payable Min Adpt P,资产负债,年频,待验证,,,,,
FAC_04691,ths_st_financing_payable_mid_adpt_p_stock,St Financing Payable Mid Adpt P,资产负债,年频,待验证,,,,,
FAC_04692,ths_st_financing_payable_std_adpt_p_stock,St Financing Payable Std Adpt P,资产负债,年频,待验证,,,,,
FAC_04693,ths_acting_td_sec_fore_num_adpt_p_stock,Acting Td Sec Fore Num Adpt P,预测指标,年频,待验证,,,,,
FAC_04694,ths_acting_td_sec_mean_adpt_p_stock,Acting Td Sec Mean Adpt P,预测指标,年频,待验证,,,,,
FAC_04695,ths_acting_td_sec_max_adpt_p_stock,Acting Td Sec Max Adpt P,预测指标,年频,待验证,,,,,
FAC_04696,ths_acting_td_sec_min_adpt_p_stock,Acting Td Sec Min Adpt P,预测指标,年频,待验证,,,,,
FAC_04697,ths_acting_td_sec_mid_adpt_p_stock,Acting Td Sec Mid Adpt P,预测指标,年频,待验证,,,,,
FAC_04698,ths_acting_td_sec_std_adpt_p_stock,Acting Td Sec Std Adpt P,预测指标,年频,待验证,,,,,
FAC_04699,ths_tradable_fnncl_liab_fore_num_adpt_p_stock,Tradable Fnncl Liab Fore Num Adpt P,资产负债,年频,待验证,,,,,
FAC_04700,ths_tradable_fnncl_liab_mean_adpt_p_stock,Tradable Fnncl Liab Mean Adpt P,资产负债,年频,待验证,,,,,
FAC_04701,ths_tradable_fnncl_liab_max_adpt_p_stock,Tradable Fnncl Liab Max Adpt P,资产负债,年频,待验证,,,,,
FAC_04702,ths_tradable_fnncl_liab_min_adpt_p_stock,Tradable Fnncl Liab Min Adpt P,资产负债,年频,待验证,,,,,
FAC_04703,ths_tradable_fnncl_liab_mid_adpt_p_stock,Tradable Fnncl Liab Mid Adpt P,资产负债,年频,待验证,,,,,
FAC_04704,ths_tradable_fnncl_liab_std_adpt_p_stock,Tradable Fnncl Liab Std Adpt P,资产负债,年频,待验证,,,,,
FAC_04705,ths_bond_payable_fore_num_adpt_p_stock,Bond Payable Fore Num Adpt P,资产负债,年频,待验证,,,,,
FAC_04706,ths_bond_payable_mean_adpt_p_stock,Bond Payable Mean Adpt P,资产负债,年频,待验证,,,,,
FAC_04707,ths_bond_payable_max_adpt_p_stock,Bond Payable Max Adpt P,资产负债,年频,待验证,,,,,
FAC_04708,ths_bond_payable_min_adpt_p_stock,Bond Payable Min Adpt P,资产负债,年频,待验证,,,,,
FAC_04709,ths_bond_payable_mid_adpt_p_stock,Bond Payable Mid Adpt P,资产负债,年频,待验证,,,,,
FAC_04710,ths_bond_payable_std_adpt_p_stock,Bond Payable Std Adpt P,资产负债,年频,待验证,,,,,
FAC_04711,ths_payroll_payable_fore_num_adpt_p_stock,Payroll Payable Fore Num Adpt P,资产负债,年频,待验证,,,,,
FAC_04712,ths_payroll_payable_mean_adpt_p_stock,Payroll Payable Mean Adpt P,资产负债,年频,待验证,,,,,
FAC_04713,ths_payroll_payable_max_adpt_p_stock,Payroll Payable Max Adpt P,资产负债,年频,待验证,,,,,
FAC_04714,ths_payroll_payable_min_adpt_p_stock,Payroll Payable Min Adpt P,资产负债,年频,待验证,,,,,
FAC_04715,ths_payroll_payable_mid_adpt_p_stock,Payroll Payable Mid Adpt P,资产负债,年频,待验证,,,,,
FAC_04716,ths_payroll_payable_std_adpt_p_stock,Payroll Payable Std Adpt P,资产负债,年频,待验证,,,,,
FAC_04717,ths_othr_liab_fore_num_adpt_p_stock,Othr Liab Fore Num Adpt P,资产负债,年频,待验证,,,,,
FAC_04718,ths_othr_liab_mean_adpt_p_stock,Othr Liab Mean Adpt P,资产负债,年频,待验证,,,,,
FAC_04719,ths_othr_liab_max_adpt_p_stock,Othr Liab Max Adpt P,资产负债,年频,待验证,,,,,
FAC_04720,ths_othr_liab_min_adpt_p_stock,Othr Liab Min Adpt P,资产负债,年频,待验证,,,,,
FAC_04721,ths_othr_liab_mid_adpt_p_stock,Othr Liab Mid Adpt P,资产负债,年频,待验证,,,,,
FAC_04722,ths_othr_liab_std_adpt_p_stock,Othr Liab Std Adpt P,资产负债,年频,待验证,,,,,
FAC_04723,ths_total_liab_fore_num_adpt_p_stock,Total Liab Fore Num Adpt P,资产负债,年频,待验证,,,,,
FAC_04724,ths_total_liab_mean_adpt_p_stock,Total Liab Mean Adpt P,资产负债,年频,待验证,,,,,
FAC_04725,ths_total_liab_max_adpt_p_stock,Total Liab Max Adpt P,资产负债,年频,待验证,,,,,
FAC_04726,ths_total_liab_min_adpt_p_stock,Total Liab Min Adpt P,资产负债,年频,待验证,,,,,
FAC_04727,ths_total_liab_mid_adpt_p_stock,Total Liab Mid Adpt P,资产负债,年频,待验证,,,,,
FAC_04728,ths_total_liab_std_adpt_p_stock,Total Liab Std Adpt P,资产负债,年频,待验证,,,,,
FAC_04729,ths_total_quity_atsopc_fore_num_adpt_p_stock,Total Quity Atsopc Fore Num Adpt P,预测指标,年频,待验证,,,,,
FAC_04730,ths_total_quity_atsopc_mean_adpt_p_stock,Total Quity Atsopc Mean Adpt P,预测指标,年频,待验证,,,,,
FAC_04731,ths_total_quity_atsopc_max_adpt_p_stock,Total Quity Atsopc Max Adpt P,预测指标,年频,待验证,,,,,
FAC_04732,ths_total_quity_atsopc_min_adpt_p_stock,Total Quity Atsopc Min Adpt P,预测指标,年频,待验证,,,,,
FAC_04733,ths_total_quity_atsopc_mid_adpt_p_stock,Total Quity Atsopc Mid Adpt P,预测指标,年频,待验证,,,,,
FAC_04734,ths_total_quity_atsopc_std_adpt_p_stock,Total Quity Atsopc Std Adpt P,预测指标,年频,待验证,,,,,
FAC_04735,ths_minority_equity_fore_num_adpt_p_stock,Minority Equity Fore Num Adpt P,资产负债,年频,待验证,,,,,
FAC_04736,ths_minority_equity_mean_adpt_p_stock,Minority Equity Mean Adpt P,资产负债,年频,待验证,,,,,
FAC_04737,ths_minority_equity_max_adpt_p_stock,Minority Equity Max Adpt P,资产负债,年频,待验证,,,,,
FAC_04738,ths_minority_equity_min_adpt_p_stock,Minority Equity Min Adpt P,资产负债,年频,待验证,,,,,
FAC_04739,ths_minority_equity_mid_adpt_p_stock,Minority Equity Mid Adpt P,资产负债,年频,待验证,,,,,
FAC_04740,ths_minority_equity_std_adpt_p_stock,Minority Equity Std Adpt P,资产负债,年频,待验证,,,,,
FAC_04741,ths_total_holders_equity_fore_num_adpt_p_stock,Total Holders Equity Fore Num Adpt P,资产负债,年频,待验证,,,,,
FAC_04742,ths_total_holders_equity_mean_adpt_p_stock,Total Holders Equity Mean Adpt P,资产负债,年频,待验证,,,,,
FAC_04743,ths_total_holders_equity_max_adpt_p_stock,Total Holders Equity Max Adpt P,资产负债,年频,待验证,,,,,
FAC_04744,ths_total_holders_equity_min_adpt_p_stock,Total Holders Equity Min Adpt P,资产负债,年频,待验证,,,,,
FAC_04745,ths_total_holders_equity_mid_adpt_p_stock,Total Holders Equity Mid Adpt P,资产负债,年频,待验证,,,,,
FAC_04746,ths_total_holders_equity_std_adpt_p_stock,Total Holders Equity Std Adpt P,资产负债,年频,待验证,,,,,
FAC_04747,ths_total_liabilities_and_equity_fore_num_adpt_p_stock,Total Liabilities And Equity Fore Num Adpt P,资产负债,年频,待验证,,,,,
FAC_04748,ths_total_liabilities_and_equity_mean_adpt_p_stock,Total Liabilities And Equity Mean Adpt P,资产负债,年频,待验证,,,,,
FAC_04749,ths_total_liabilities_and_equity_max_adpt_p_stock,Total Liabilities And Equity Max Adpt P,资产负债,年频,待验证,,,,,
FAC_04750,ths_total_liabilities_and_equity_min_adpt_p_stock,Total Liabilities And Equity Min Adpt P,资产负债,年频,待验证,,,,,
FAC_04751,ths_total_liabilities_and_equity_mid_adpt_p_stock,Total Liabilities And Equity Mid Adpt P,资产负债,年频,待验证,,,,,
FAC_04752,ths_total_liabilities_and_equity_std_adpt_p_stock,Total Liabilities And Equity Std Adpt P,资产负债,年频,待验证,,,,,
FAC_04753,ths_pe_lyr_stock,Pe Lyr,其他,年频,待验证,,,,,
FAC_04754,ths_pe_mrq_stock,Pe Mrq,其他,年频,待验证,,,,,
FAC_04755,ths_pe_ttm_stock,Pe Ttm,其他,年频,待验证,,,,,
FAC_04756,ths_pe_deduct_nrgal_ttm_stock,Pe Deduct Nrgal Ttm,其他,年频,待验证,,,,,
FAC_04757,ths_static_pe_csi_stock,Static Pe Csi,其他,年频,待验证,,,,,
FAC_04758,ths_auto_pe_csi_stock,Auto Pe Csi,其他,年频,待验证,,,,,
FAC_04759,ths_peg_lyr_stock,Peg Lyr,其他,年频,待验证,,,,,
FAC_04760,ths_pb_mrq_stock,Pb Mrq,其他,年频,待验证,,,,,
FAC_04761,ths_pb_csi_release_stock,Pb Csi Release,其他,年频,待验证,,,,,
FAC_04762,ths_pb_latest_stock,Pb Latest,其他,年频,待验证,,,,,
FAC_04763,ths_pcf_operate_cash_flow_lyr_stock,Pcf Operate Cash Flow Lyr,财务指标,年频,待验证,,,,,
FAC_04764,ths_pcf_operating_cash_flow_ttm_stock,Pcf Operating Cash Flow Ttm,财务指标,年频,待验证,,,,,
FAC_04765,ths_pcf_cash_net_flow_lyr_stock,Pcf Cash Net Flow Lyr,现金流,年频,待验证,,,,,
FAC_04766,ths_pcf_cash_net_flow_ttm_stock,Pcf Cash Net Flow Ttm,现金流,年频,待验证,,,,,
FAC_04767,ths_ps_lyr_stock,Ps Lyr,其他,年频,待验证,,,,,
FAC_04768,ths_ps_mrq_stock,Ps Mrq,其他,年频,待验证,,,,,
FAC_04769,ths_ps_ttm_stock,Ps Ttm,其他,年频,待验证,,,,,
FAC_04770,ths_prr_lyr_stock,Prr Lyr,其他,年频,待验证,,,,,
FAC_04771,ths_dividend_rate_stock_stock,Dividend Rate,比率指标,年频,待验证,,,,,
FAC_04772,ths_dividend_rate_12m_stock,Dividend Rate 12M,比率指标,年频,待验证,,,,,
FAC_04773,ths_dividend_yield_ttm_stock,Dividend Yield Ttm,比率指标,年频,待验证,,,,,
FAC_04774,ths_dividend_yield_ttm_ex_sd_stock,Dividend Yield Ttm Ex Sd,比率指标,年频,待验证,,,,,
FAC_04775,ths_high_pe_ttm_int_stock,High Pe Ttm Int,其他,年频,待验证,,,,,
FAC_04776,ths_low_pe_ttm_int_stock,Low Pe Ttm Int,其他,年频,待验证,,,,,
FAC_04777,ths_avg_pe_ttm_int_stock,Avg Pe Ttm Int,其他,年频,待验证,,,,,
FAC_04778,ths_high_ps_ttm_int_stock,High Ps Ttm Int,其他,年频,待验证,,,,,
FAC_04779,ths_low_ps_ttm_int_stock,Low Ps Ttm Int,其他,年频,待验证,,,,,
FAC_04780,ths_avg_ps_lyr_int_stock,Avg Ps Lyr Int,其他,年频,待验证,,,,,
FAC_04781,ths_avg_ps_ttm_int_stock,Avg Ps Ttm Int,其他,年频,待验证,,,,,
FAC_04782,ths_high_pb_latest_int_stock,High Pb Latest Int,其他,年频,待验证,,,,,
FAC_04783,ths_low_pb_latest_int_stock,Low Pb Latest Int,其他,年频,待验证,,,,,
FAC_04784,ths_avg_pb_latest_int_stock,Avg Pb Latest Int,其他,年频,待验证,,,,,
FAC_04785,ths_per_lyr_stock,Per Lyr,其他,年频,待验证,,,,,
FAC_04786,ths_pe_ttm_quantile_fast_stock,Pe Ttm Quantile Fast,其他,年频,待验证,,,,,
FAC_04787,ths_pb_mrq_quantile_fast_stock,Pb Mrq Quantile Fast,其他,年频,待验证,,,,,
FAC_04788,ths_ps_ttm_quantile_fast_stock,Ps Ttm Quantile Fast,其他,年频,待验证,,,,,
FAC_04789,ths_pcf_ttm_quantile_fast_stock,Pcf Ttm Quantile Fast,现金流,年频,待验证,,,,,
FAC_04790,ths_pe_stock,Pe,其他,年频,待验证,,,,,
FAC_04791,ths_his_peg_stock,His Peg,其他,年频,待验证,,,,,
FAC_04792,ths_pb_stock,Pb,其他,年频,待验证,,,,,
FAC_04793,ths_pcf_operating_cash_flow_stock,Pcf Operating Cash Flow,财务指标,年频,待验证,,,,,
FAC_04794,ths_pcf_cash_net_flow_stock,Pcf Cash Net Flow,现金流,年频,待验证,,,,,
FAC_04795,ths_ps_stock,Ps,其他,年频,待验证,,,,,
FAC_04796,ths_market_value_stock,Market Value,其他,年频,待验证,,,,,
FAC_04797,ths_mv_back_test_stock,Mv Back Test,其他,年频,待验证,,,,,
FAC_04798,ths_mv_by_total_shares_stock,Mv By Total Shares,股东股份,年频,待验证,,,,,
FAC_04799,ths_mv_sec_oriented_stock,Mv Sec Oriented,其他,年频,待验证,,,,,
FAC_04800,ths_mv_csrc_alg_stock,Mv Csrc Alg,其他,年频,待验证,,,,,
FAC_04801,ths_current_mv_stock,Current Mv,其他,年频,待验证,,,,,
FAC_04802,ths_free_float_mv_stock,Free Float Mv,股东股份,年频,待验证,,,,,
FAC_04803,ths_ashare_mv_include_ls_stock,Ashare Mv Include Ls,股东股份,年频,待验证,,,,,
FAC_04804,ths_ashare_mv_barring_ls_stock,Ashare Mv Barring Ls,股东股份,年频,待验证,,,,,
FAC_04805,ths_bshare_mv_with_limit_tc_stock,Bshare Mv With Limit Tc,股东股份,年频,待验证,,,,,
FAC_04806,ths_bshare_mv_with_limit_rmb_stock,Bshare Mv With Limit Rmb,股东股份,年频,待验证,,,,,
FAC_04807,ths_bshare_mv_without_limit_tc_stock,Bshare Mv Without Limit Tc,股东股份,年频,待验证,,,,,
FAC_04808,ths_bshare_mv_without_limit_rmb_stock,Bshare Mv Without Limit Rmb,股东股份,年频,待验证,,,,,
FAC_04809,ths_rights_value_stock,Rights Value,其他,年频,待验证,,,,,
FAC_04810,ths_ev1_stock,Ev1,其他,年频,待验证,,,,,
FAC_04811,ths_ev2_stock,Ev2,其他,年频,待验证,,,,,
FAC_04812,ths_ev1_to_ebitda_stock,Ev1 To Ebitda,其他,年频,待验证,,,,,
FAC_04813,ths_ev2_to_ebitda_stock,Ev2 To Ebitda,其他,年频,待验证,,,,,
FAC_04814,ev_to_sales_ratio,Ev To Sales Ratio,比率指标,年频,待验证,,,,,
FAC_04815,ths_fore_pb_stock,Fore Pb,预测指标,年频,待验证,,,,,
FAC_04816,ths_fore_pb_fy1_stock,Fore Pb Fy1,预测指标,年频,待验证,,,,,
FAC_04817,ths_fore_pb_fy2_stock,Fore Pb Fy2,预测指标,年频,待验证,,,,,
FAC_04818,ths_fore_pb_fy3_stock,Fore Pb Fy3,预测指标,年频,待验证,,,,,
FAC_04819,ths_fore_pe_his_stock,Fore Pe His,预测指标,年频,待验证,,,,,
FAC_04820,ths_fore_pe_latest_stock,Fore Pe Latest,预测指标,年频,待验证,,,,,
FAC_04821,ths_fore_pe_fy1_stock,Fore Pe Fy1,预测指标,年频,待验证,,,,,
FAC_04822,ths_fore_pe_fy2_stock,Fore Pe Fy2,预测指标,年频,待验证,,,,,
FAC_04823,ths_fore_pe_fy3_stock,Fore Pe Fy3,预测指标,年频,待验证,,,,,
FAC_04824,ths_fore_pe_in_12m_stock,Fore Pe In 12M,预测指标,年频,待验证,,,,,
FAC_04825,ths_fore_peg_stock,Fore Peg,预测指标,年频,待验证,,,,,
FAC_04826,ths_fore_peg_fy1_stock,Fore Peg Fy1,预测指标,年频,待验证,,,,,
FAC_04827,ths_fore_peg_fy2_stock,Fore Peg Fy2,预测指标,年频,待验证,,,,,
FAC_04828,ths_fore_peg_in_12m_stock,Fore Peg In 12M,预测指标,年频,待验证,,,,,
FAC_04829,ths_equity_incntv_np_stock,Equity Incntv Np,财务指标,年频,待验证,,,,,
FAC_04830,ths_restricted_shares_valuation_stock,Restricted Shares Valuation,股东股份,年频,待验证,,,,,
FAC_04831,ths_liquidity_discount_stock,Liquidity Discount,其他,年频,待验证,,,,,
FAC_04832,ths_beta_100w_stock,Beta 100W,其他,年频,待验证,,,,,
FAC_04833,ths_beta_24m_stock,Beta 24M,其他,年频,待验证,,,,,
FAC_04834,ths_beta_60m_stock,Beta 60M,其他,年频,待验证,,,,,
FAC_04835,ths_annual_yield_100w_stock,Annual Yield 100W,比率指标,年频,待验证,,,,,
FAC_04836,ths_annual_yield_24m_stock,Annual Yield 24M,比率指标,年频,待验证,,,,,
FAC_04837,ths_annual_yield_60m_stock,Annual Yield 60M,比率指标,年频,待验证,,,,,
FAC_04838,ths_annual_volatility_100w_stock,Annual Volatility 100W,行情交易,年频,待验证,,,,,
FAC_04839,ths_annual_volatility_24m_stock,Annual Volatility 24M,行情交易,年频,待验证,,,,,
FAC_04840,ths_annual_volatility_60m_stock,Annual Volatility 60M,行情交易,年频,待验证,,,,,
FAC_04841,ths_avg_yield_stock,Avg Yield,比率指标,年频,待验证,,,,,
FAC_04842,ths_geoavg_yield_stock,Geoavg Yield,比率指标,年频,待验证,,,,,
FAC_04843,ths_avg_yield_annual_stock,Avg Yield Annual,比率指标,年频,待验证,,,,,
FAC_04844,ths_avg_yeild_stock,Avg Yeild,其他,年频,待验证,,,,,
FAC_04845,ths_volatility_stock,Volatility,行情交易,年频,待验证,,,,,
FAC_04846,ths_volatility_annual_stock,Volatility Annual,行情交易,年频,待验证,,,,,
FAC_04847,ths_beta_stock,Beta,其他,年频,待验证,,,,,
FAC_04848,ths_beta_eliminate_finan_leverage_stock,Beta Eliminate Finan Leverage,其他,年频,待验证,,,,,
FAC_04849,ths_betaalpha_stock,Betaalpha,其他,年频,待验证,,,,,
FAC_04850,ths_beta_r_square_stock,Beta R Square,其他,年频,待验证,,,,,
FAC_04851,ths_beta_error_standard_deviation_stock,Beta Error Standard Deviation,其他,年频,待验证,,,,,
FAC_04852,ths_beta_standard_deviation_stock,Beta Standard Deviation,其他,年频,待验证,,,,,
FAC_04853,ths_wacc_stock,Wacc,其他,年频,待验证,,,,,
FAC_04854,ths_sharp_stock,Sharp,其他,年频,待验证,,,,,
FAC_04855,ths_treynor_stock,Treynor,其他,年频,待验证,,,,,
FAC_04856,ths_jensen_stock,Jensen,其他,年频,待验证,,,,,
FAC_04857,ths_jensen_annual_stock,Jensen Annual,其他,年频,待验证,,,,,
FAC_04858,ths_parameter_var_stock,Parameter Var,其他,年频,待验证,,,,,
FAC_04859,ths_correlation_stock,Correlation,其他,年频,待验证,,,,,
FAC_04860,ths_dividend_benchmark_shares_stock,Dividend Benchmark Shares,股东股份,年频,待验证,,,,,
FAC_04861,ths_dividend_ps_stock,Dividend Ps,其他,年频,待验证,,,,,
FAC_04862,ths_dividend_ps_before_tax_stock,Dividend Ps Before Tax,财务指标,年频,待验证,,,,,
FAC_04863,ths_dividend_ps_before_tax_inspe_stock,Dividend Ps Before Tax Inspe,财务指标,年频,待验证,,,,,
FAC_04864,ths_dividend_ps_after_tax_stock,Dividend Ps After Tax,财务指标,年频,待验证,,,,,
FAC_04865,ths_dividend_ps_before_tax_int_stock,Dividend Ps Before Tax Int,财务指标,年频,待验证,,,,,
FAC_04866,ths_dividend_ps_after_tax_int_stock,Dividend Ps After Tax Int,财务指标,年频,待验证,,,,,
FAC_04867,ths_unit_total_cash_dividend_stock,Unit Total Cash Dividend,现金流,年频,待验证,,,,,
FAC_04868,ths_dividend_income_rate_stock,Dividend Income Rate,财务指标,年频,待验证,,,,,
FAC_04869,ths_bonus_shares_ps_stock,Bonus Shares Ps,股东股份,年频,待验证,,,,,
FAC_04870,ths_conversion_increase_shareps_stock,Conversion Increase Shareps,财务指标,年频,待验证,,,,,
FAC_04871,ths_annual_cash_dividend_num_stock,Annual Cash Dividend Num,现金流,年频,待验证,,,,,
FAC_04872,ths_accum_unit_dividend_y_stock,Accum Unit Dividend Y,其他,年频,待验证,,,,,
FAC_04873,ths_accum_dividend_y_exspe_stock,Accum Dividend Y Exspe,其他,年频,待验证,,,,,
FAC_04874,ths_accum_total_dividend_y_stock,Accum Total Dividend Y,其他,年频,待验证,,,,,
FAC_04875,ths_accum_dividend_y_merge_exspe_stock,Accum Dividend Y Merge Exspe,其他,年频,待验证,,,,,
FAC_04876,ths_accum_total_dividend_y_merge_stock,Accum Total Dividend Y Merge,其他,年频,待验证,,,,,
FAC_04877,ths_annual_accum_divid_ann_stock,Annual Accum Divid Ann,其他,年频,待验证,,,,,
FAC_04878,ths_annual_accum_divid_ann_inclu_stock,Annual Accum Divid Ann Inclu,其他,年频,待验证,,,,,
FAC_04879,ths_dividend_ratio_stock,Dividend Ratio,比率指标,年频,待验证,,,,,
FAC_04880,ths_annual_dividend_ratio_stock,Annual Dividend Ratio,比率指标,年频,待验证,,,,,
FAC_04881,ths_accum_divid_3y_ann_inclu_stock,Accum Divid 3Y Ann Inclu,其他,年频,待验证,,,,,
