rank_h10_is,column_name,prior_coverage,f_entry_id,factor_nature,horizon,window,bucket,ic_mean,ic_std,ic_ir,ic_t,n_days,pct_pos,n_days_bucket,top10_pool
28,qqe_rsi_ma,none,,oscillator,5,IS,vol_high,-0.04964,0.12599,-0.394,-5.046,164,0.3415,164.0,
28,qqe_rsi_ma,none,,oscillator,5,IS,vol_low,-0.04236,0.12814,-0.3306,-5.462,273,0.3883,274.0,
28,qqe_rsi_ma,none,,oscillator,5,IS,vol_mid,-0.03181,0.13038,-0.244,-4.148,289,0.3979,289.0,
28,qqe_rsi_ma,none,,oscillator,5,OOS,overall,-0.06067,0.15651,-0.3877,-9.906,653,0.3446,,
28,qqe_rsi_ma,none,,oscillator,5,OOS,vol_high,-0.09303,0.20448,-0.4549,-7.092,243,0.3251,243.0,
28,qqe_rsi_ma,none,,oscillator,5,OOS,vol_low,-0.03338,0.10295,-0.3242,-4.152,164,0.4146,168.0,
28,qqe_rsi_ma,none,,oscillator,5,OOS,vol_mid,-0.0469,0.1229,-0.3816,-5.986,246,0.3171,248.0,
28,qqe_rsi_ma,none,,oscillator,10,IS,overall,-0.04413,0.12873,-0.3428,-9.236,726,0.3857,,
28,qqe_rsi_ma,none,,oscillator,10,IS,vol_high,-0.05656,0.11112,-0.509,-6.519,164,0.3415,164.0,
28,qqe_rsi_ma,none,,oscillator,10,IS,vol_low,-0.04291,0.13407,-0.32,-5.288,273,0.3956,274.0,
28,qqe_rsi_ma,none,,oscillator,10,IS,vol_mid,-0.03822,0.13277,-0.2879,-4.894,289,0.4014,289.0,
28,qqe_rsi_ma,none,,oscillator,10,OOS,overall,-0.0698,0.15325,-0.4555,-11.594,648,0.3395,,
28,qqe_rsi_ma,none,,oscillator,10,OOS,vol_high,-0.11076,0.19865,-0.5576,-8.692,243,0.321,243.0,
28,qqe_rsi_ma,none,,oscillator,10,OOS,vol_low,-0.04094,0.09123,-0.4488,-5.747,164,0.3659,168.0,
28,qqe_rsi_ma,none,,oscillator,10,OOS,vol_mid,-0.04814,0.12301,-0.3914,-6.075,241,0.3402,248.0,
28,qqe_rsi_ma,none,,oscillator,20,IS,overall,-0.0587,0.14028,-0.4184,-11.275,726,0.3623,,
28,qqe_rsi_ma,none,,oscillator,20,IS,vol_high,-0.09287,0.10904,-0.8518,-10.908,164,0.2012,164.0,
28,qqe_rsi_ma,none,,oscillator,20,IS,vol_low,-0.05197,0.14561,-0.3569,-5.898,273,0.3883,274.0,
28,qqe_rsi_ma,none,,oscillator,20,IS,vol_mid,-0.04566,0.148,-0.3085,-5.244,289,0.4291,289.0,
28,qqe_rsi_ma,none,,oscillator,20,OOS,overall,-0.07737,0.15925,-0.4858,-12.281,639,0.3224,,
28,qqe_rsi_ma,none,,oscillator,20,OOS,vol_high,-0.13744,0.20736,-0.6628,-10.289,241,0.2531,243.0,
28,qqe_rsi_ma,none,,oscillator,20,OOS,vol_low,-0.04836,0.09442,-0.5122,-6.559,164,0.3293,168.0,
28,qqe_rsi_ma,none,,oscillator,20,OOS,vol_mid,-0.03584,0.1134,-0.316,-4.835,234,0.3889,248.0,
29,supertrend_10,none,,level,5,IS,overall,-0.04441,0.1786,-0.2487,-6.663,718,0.4373,,
29,supertrend_10,none,,level,5,IS,vol_high,-0.06713,0.18682,-0.3593,-4.602,164,0.378,164.0,
29,supertrend_10,none,,level,5,IS,vol_low,-0.0222,0.17377,-0.1278,-2.107,272,0.4926,274.0,
29,supertrend_10,none,,level,5,IS,vol_mid,-0.05263,0.17657,-0.298,-5.005,282,0.4184,289.0,
29,supertrend_10,none,,level,5,OOS,overall,-0.02023,0.19013,-0.1064,-2.703,645,0.4605,,
29,supertrend_10,none,,level,5,OOS,vol_high,-0.01604,0.22261,-0.0721,-1.124,243,0.4774,243.0,
29,supertrend_10,none,,level,5,OOS,vol_low,-0.01477,0.18021,-0.082,-1.05,164,0.4695,168.0,
29,supertrend_10,none,,level,5,OOS,vol_mid,-0.02827,0.15872,-0.1781,-2.748,238,0.437,248.0,
29,supertrend_10,none,,level,10,IS,overall,-0.06197,0.18214,-0.3402,-9.117,718,0.3733,,
29,supertrend_10,none,,level,10,IS,vol_high,-0.09112,0.19277,-0.4727,-6.053,164,0.3171,164.0,
29,supertrend_10,none,,level,10,IS,vol_low,-0.04864,0.17633,-0.2758,-4.549,272,0.375,274.0,
29,supertrend_10,none,,level,10,IS,vol_mid,-0.05788,0.18006,-0.3214,-5.398,282,0.4043,289.0,
29,supertrend_10,none,,level,10,OOS,overall,-0.02294,0.19964,-0.1149,-2.918,645,0.4589,,
29,supertrend_10,none,,level,10,OOS,vol_high,-0.02231,0.22955,-0.0972,-1.515,243,0.4733,243.0,
29,supertrend_10,none,,level,10,OOS,vol_low,0.00364,0.19128,0.019,0.244,164,0.5366,168.0,
29,supertrend_10,none,,level,10,OOS,vol_mid,-0.0419,0.16876,-0.2483,-3.831,238,0.3908,248.0,
29,supertrend_10,none,,level,20,IS,overall,-0.08575,0.18286,-0.4689,-12.565,718,0.3468,,
29,supertrend_10,none,,level,20,IS,vol_high,-0.08355,0.19774,-0.4225,-5.411,164,0.4085,164.0,
29,supertrend_10,none,,level,20,IS,vol_low,-0.086,0.16797,-0.512,-8.444,272,0.2831,274.0,
29,supertrend_10,none,,level,20,IS,vol_mid,-0.08678,0.18823,-0.461,-7.742,282,0.3723,289.0,
29,supertrend_10,none,,level,20,OOS,overall,-0.02197,0.1992,-0.1103,-2.788,639,0.482,,
29,supertrend_10,none,,level,20,OOS,vol_high,-0.04954,0.22147,-0.2237,-3.473,241,0.4398,243.0,
29,supertrend_10,none,,level,20,OOS,vol_low,0.00036,0.17833,0.002,0.026,164,0.5061,168.0,
29,supertrend_10,none,,level,20,OOS,vol_mid,-0.00921,0.18596,-0.0495,-0.758,234,0.5085,248.0,
30,vr_26,l1_pending,IND-VOLUME-004 VR,oscillator,5,IS,overall,-0.03035,0.10604,-0.2862,-7.583,702,0.4103,,
30,vr_26,l1_pending,IND-VOLUME-004 VR,oscillator,5,IS,vol_high,-0.03506,0.10735,-0.3266,-4.183,164,0.4085,164.0,
30,vr_26,l1_pending,IND-VOLUME-004 VR,oscillator,5,IS,vol_low,-0.02526,0.10587,-0.2386,-3.934,272,0.4449,274.0,
30,vr_26,l1_pending,IND-VOLUME-004 VR,oscillator,5,IS,vol_mid,-0.03264,0.10558,-0.3092,-5.043,266,0.3759,289.0,
30,vr_26,l1_pending,IND-VOLUME-004 VR,oscillator,5,OOS,overall,-0.04065,0.1206,-0.3371,-8.561,645,0.3659,,
30,vr_26,l1_pending,IND-VOLUME-004 VR,oscillator,5,OOS,vol_high,-0.05934,0.15642,-0.3794,-5.914,243,0.3498,243.0,
30,vr_26,l1_pending,IND-VOLUME-004 VR,oscillator,5,OOS,vol_low,-0.03232,0.07919,-0.4081,-5.226,164,0.3476,168.0,
30,vr_26,l1_pending,IND-VOLUME-004 VR,oscillator,5,OOS,vol_mid,-0.02731,0.09817,-0.2782,-4.292,238,0.395,248.0,
30,vr_26,l1_pending,IND-VOLUME-004 VR,oscillator,10,IS,overall,-0.03513,0.10791,-0.3256,-8.626,702,0.386,,
30,vr_26,l1_pending,IND-VOLUME-004 VR,oscillator,10,IS,vol_high,-0.04438,0.10617,-0.418,-5.353,164,0.4085,164.0,
30,vr_26,l1_pending,IND-VOLUME-004 VR,oscillator,10,IS,vol_low,-0.02869,0.10669,-0.2689,-4.435,272,0.386,274.0,
30,vr_26,l1_pending,IND-VOLUME-004 VR,oscillator,10,IS,vol_mid,-0.03602,0.11015,-0.327,-5.333,266,0.3722,289.0,
30,vr_26,l1_pending,IND-VOLUME-004 VR,oscillator,10,OOS,overall,-0.04227,0.11619,-0.3638,-9.239,645,0.3752,,
30,vr_26,l1_pending,IND-VOLUME-004 VR,oscillator,10,OOS,vol_high,-0.05994,0.15145,-0.3958,-6.17,243,0.3992,243.0,
30,vr_26,l1_pending,IND-VOLUME-004 VR,oscillator,10,OOS,vol_low,-0.03135,0.07563,-0.4145,-5.309,164,0.3476,168.0,
30,vr_26,l1_pending,IND-VOLUME-004 VR,oscillator,10,OOS,vol_mid,-0.03174,0.0939,-0.3381,-5.215,238,0.3697,248.0,
30,vr_26,l1_pending,IND-VOLUME-004 VR,oscillator,20,IS,overall,-0.04598,0.11749,-0.3914,-10.369,702,0.3875,,
30,vr_26,l1_pending,IND-VOLUME-004 VR,oscillator,20,IS,vol_high,-0.06919,0.10736,-0.6445,-8.254,164,0.3049,164.0,
30,vr_26,l1_pending,IND-VOLUME-004 VR,oscillator,20,IS,vol_low,-0.03753,0.11497,-0.3264,-5.384,272,0.3897,274.0,
30,vr_26,l1_pending,IND-VOLUME-004 VR,oscillator,20,IS,vol_mid,-0.04031,0.12439,-0.3241,-5.286,266,0.4361,289.0,
30,vr_26,l1_pending,IND-VOLUME-004 VR,oscillator,20,OOS,overall,-0.05099,0.11785,-0.4327,-10.938,639,0.374,,
30,vr_26,l1_pending,IND-VOLUME-004 VR,oscillator,20,OOS,vol_high,-0.08243,0.15534,-0.5306,-8.237,241,0.3361,243.0,
30,vr_26,l1_pending,IND-VOLUME-004 VR,oscillator,20,OOS,vol_low,-0.02593,0.07137,-0.3633,-4.653,164,0.4024,168.0,
30,vr_26,l1_pending,IND-VOLUME-004 VR,oscillator,20,OOS,vol_mid,-0.03618,0.08902,-0.4064,-6.217,234,0.3932,248.0,
31,rsi_12,f_screened,FCT-TECH-066,oscillator,5,IS,overall,-0.03994,0.12546,-0.3183,-8.576,726,0.3843,,
31,rsi_12,f_screened,FCT-TECH-066,oscillator,5,IS,vol_high,-0.05062,0.12735,-0.3975,-5.091,164,0.3476,164.0,
31,rsi_12,f_screened,FCT-TECH-066,oscillator,5,IS,vol_low,-0.04483,0.12373,-0.3623,-5.986,273,0.3883,274.0,
31,rsi_12,f_screened,FCT-TECH-066,oscillator,5,IS,vol_mid,-0.02925,0.12564,-0.2328,-3.957,289,0.4014,289.0,
31,rsi_12,f_screened,FCT-TECH-066,oscillator,5,OOS,overall,-0.05946,0.1537,-0.3869,-9.886,653,0.3461,,
31,rsi_12,f_screened,FCT-TECH-066,oscillator,5,OOS,vol_high,-0.0885,0.20314,-0.4357,-6.791,243,0.3251,243.0,
31,rsi_12,f_screened,FCT-TECH-066,oscillator,5,OOS,vol_low,-0.03955,0.10303,-0.3839,-4.916,164,0.3902,168.0,
31,rsi_12,f_screened,FCT-TECH-066,oscillator,5,OOS,vol_mid,-0.04405,0.11707,-0.3762,-5.901,246,0.3374,248.0,
31,rsi_12,f_screened,FCT-TECH-066,oscillator,10,IS,overall,-0.04039,0.12693,-0.3182,-8.573,726,0.3788,,
31,rsi_12,f_screened,FCT-TECH-066,oscillator,10,IS,vol_high,-0.04839,0.11992,-0.4035,-5.168,164,0.3598,164.0,
31,rsi_12,f_screened,FCT-TECH-066,oscillator,10,IS,vol_low,-0.0434,0.1273,-0.3409,-5.633,273,0.3663,274.0,
31,rsi_12,f_screened,FCT-TECH-066,oscillator,10,IS,vol_mid,-0.033,0.13043,-0.253,-4.3,289,0.4014,289.0,
31,rsi_12,f_screened,FCT-TECH-066,oscillator,10,OOS,overall,-0.0652,0.14992,-0.4349,-11.071,648,0.3364,,
31,rsi_12,f_screened,FCT-TECH-066,oscillator,10,OOS,vol_high,-0.10123,0.19319,-0.524,-8.169,243,0.3169,243.0,
31,rsi_12,f_screened,FCT-TECH-066,oscillator,10,OOS,vol_low,-0.04334,0.09523,-0.4551,-5.829,164,0.3598,168.0,
31,rsi_12,f_screened,FCT-TECH-066,oscillator,10,OOS,vol_mid,-0.04375,0.12122,-0.3609,-5.603,241,0.3402,248.0,
31,rsi_12,f_screened,FCT-TECH-066,oscillator,20,IS,overall,-0.04996,0.1333,-0.3748,-10.098,726,0.3815,,
31,rsi_12,f_screened,FCT-TECH-066,oscillator,20,IS,vol_high,-0.07672,0.10962,-0.6999,-8.963,164,0.2866,164.0,
31,rsi_12,f_screened,FCT-TECH-066,oscillator,20,IS,vol_low,-0.0494,0.13756,-0.3591,-5.934,273,0.37,274.0,
31,rsi_12,f_screened,FCT-TECH-066,oscillator,20,IS,vol_mid,-0.0353,0.13941,-0.2532,-4.304,289,0.4464,289.0,
31,rsi_12,f_screened,FCT-TECH-066,oscillator,20,OOS,overall,-0.07277,0.1511,-0.4816,-12.175,639,0.3146,,
31,rsi_12,f_screened,FCT-TECH-066,oscillator,20,OOS,vol_high,-0.12857,0.19416,-0.6622,-10.28,241,0.2241,243.0,
31,rsi_12,f_screened,FCT-TECH-066,oscillator,20,OOS,vol_low,-0.04624,0.10168,-0.4547,-5.823,164,0.3476,168.0,
31,rsi_12,f_screened,FCT-TECH-066,oscillator,20,OOS,vol_mid,-0.0339,0.1059,-0.3202,-4.897,234,0.3846,248.0,
32,roc_12,none,,oscillator,5,IS,overall,-0.03864,0.11852,-0.326,-8.718,715,0.3832,,
32,roc_12,none,,oscillator,5,IS,vol_high,-0.04531,0.1208,-0.3751,-4.804,164,0.3537,164.0,
32,roc_12,none,,oscillator,5,IS,vol_low,-0.04105,0.12077,-0.3399,-5.605,272,0.4007,274.0,
32,roc_12,none,,oscillator,5,IS,vol_mid,-0.03238,0.11504,-0.2815,-4.701,279,0.3835,289.0,
32,roc_12,none,,oscillator,5,OOS,overall,-0.0486,0.16559,-0.2935,-7.454,645,0.3349,,
32,roc_12,none,,oscillator,5,OOS,vol_high,-0.05547,0.22535,-0.2462,-3.837,243,0.3786,243.0,
32,roc_12,none,,oscillator,5,OOS,vol_low,-0.04876,0.1036,-0.4707,-6.027,164,0.2927,168.0,
32,roc_12,none,,oscillator,5,OOS,vol_mid,-0.04147,0.1232,-0.3367,-5.194,238,0.3193,248.0,
32,roc_12,none,,oscillator,10,IS,overall,-0.03829,0.12049,-0.3178,-8.498,715,0.407,,
32,roc_12,none,,oscillator,10,IS,vol_high,-0.03943,0.11729,-0.3362,-4.306,164,0.4146,164.0,
32,roc_12,none,,oscillator,10,IS,vol_low,-0.04027,0.12119,-0.3323,-5.48,272,0.3824,274.0,
32,roc_12,none,,oscillator,10,IS,vol_mid,-0.03569,0.12202,-0.2925,-4.886,279,0.4265,289.0,
32,roc_12,none,,oscillator,10,OOS,overall,-0.0564,0.15605,-0.3614,-9.179,645,0.3163,,
32,roc_12,none,,oscillator,10,OOS,vol_high,-0.07184,0.20988,-0.3423,-5.336,243,0.3498,243.0,
32,roc_12,none,,oscillator,10,OOS,vol_low,-0.05818,0.09181,-0.6337,-8.115,164,0.2256,168.0,
32,roc_12,none,,oscillator,10,OOS,vol_mid,-0.03941,0.12189,-0.3233,-4.987,238,0.3445,248.0,
32,roc_12,none,,oscillator,20,IS,overall,-0.04612,0.11795,-0.391,-10.456,715,0.386,,
32,roc_12,none,,oscillator,20,IS,vol_high,-0.06051,0.11222,-0.5392,-6.905,164,0.3659,164.0,
32,roc_12,none,,oscillator,20,IS,vol_low,-0.04311,0.12062,-0.3574,-5.895,272,0.3787,274.0,
32,roc_12,none,,oscillator,20,IS,vol_mid,-0.04061,0.11833,-0.3431,-5.732,279,0.405,289.0,
32,roc_12,none,,oscillator,20,OOS,overall,-0.07301,0.15185,-0.4808,-12.153,639,0.3083,,
32,roc_12,none,,oscillator,20,OOS,vol_high,-0.10536,0.19183,-0.5492,-8.526,241,0.2656,243.0,
32,roc_12,none,,oscillator,20,OOS,vol_low,-0.05905,0.09941,-0.594,-7.607,164,0.2744,168.0,
32,roc_12,none,,oscillator,20,OOS,vol_mid,-0.04946,0.12861,-0.3846,-5.883,234,0.3761,248.0,
33,rvgi_10,none,,oscillator,5,IS,overall,-0.03667,0.10976,-0.3341,-8.934,715,0.365,,
33,rvgi_10,none,,oscillator,5,IS,vol_high,-0.02824,0.11537,-0.2448,-3.135,164,0.3841,164.0,
33,rvgi_10,none,,oscillator,5,IS,vol_low,-0.04552,0.11426,-0.3984,-6.571,272,0.375,274.0,
33,rvgi_10,none,,oscillator,5,IS,vol_mid,-0.033,0.10138,-0.3255,-5.437,279,0.3441,289.0,
33,rvgi_10,none,,oscillator,5,OOS,overall,-0.04877,0.14915,-0.327,-8.305,645,0.3566,,
33,rvgi_10,none,,oscillator,5,OOS,vol_high,-0.06888,0.19857,-0.3469,-5.407,243,0.321,243.0,
33,rvgi_10,none,,oscillator,5,OOS,vol_low,-0.03144,0.09506,-0.3307,-4.235,164,0.4268,168.0,
33,rvgi_10,none,,oscillator,5,OOS,vol_mid,-0.04019,0.11521,-0.3488,-5.381,238,0.3445,248.0,
33,rvgi_10,none,,oscillator,10,IS,overall,-0.03537,0.1143,-0.3095,-8.275,715,0.372,,
33,rvgi_10,none,,oscillator,10,IS,vol_high,-0.02309,0.11885,-0.1943,-2.488,164,0.3902,164.0,
33,rvgi_10,none,,oscillator,10,IS,vol_low,-0.04567,0.11764,-0.3882,-6.402,272,0.3493,274.0,
33,rvgi_10,none,,oscillator,10,IS,vol_mid,-0.03255,0.10762,-0.3025,-5.052,279,0.3835,289.0,
33,rvgi_10,none,,oscillator,10,OOS,overall,-0.05608,0.1397,-0.4015,-10.196,645,0.3209,,
33,rvgi_10,none,,oscillator,10,OOS,vol_high,-0.07873,0.18339,-0.4293,-6.692,243,0.3045,243.0,
33,rvgi_10,none,,oscillator,10,OOS,vol_low,-0.04506,0.09327,-0.4831,-6.187,164,0.3232,168.0,
33,rvgi_10,none,,oscillator,10,OOS,vol_mid,-0.04056,0.10888,-0.3725,-5.747,238,0.3361,248.0,
33,rvgi_10,none,,oscillator,20,IS,overall,-0.0444,0.12228,-0.3631,-9.709,715,0.393,,
33,rvgi_10,none,,oscillator,20,IS,vol_high,-0.04952,0.12716,-0.3895,-4.987,164,0.3598,164.0,
33,rvgi_10,none,,oscillator,20,IS,vol_low,-0.04996,0.12656,-0.3947,-6.51,272,0.4154,274.0,
33,rvgi_10,none,,oscillator,20,IS,vol_mid,-0.03597,0.11485,-0.3131,-5.23,279,0.3907,289.0,
33,rvgi_10,none,,oscillator,20,OOS,overall,-0.06997,0.13607,-0.5142,-12.998,639,0.2942,,
33,rvgi_10,none,,oscillator,20,OOS,vol_high,-0.10469,0.17471,-0.5992,-9.303,241,0.2365,243.0,
33,rvgi_10,none,,oscillator,20,OOS,vol_low,-0.0554,0.09493,-0.5836,-7.474,164,0.2927,168.0,
33,rvgi_10,none,,oscillator,20,OOS,vol_mid,-0.04442,0.10443,-0.4254,-6.507,234,0.3547,248.0,
34,vwap,l1_pending,IND-VOLUME-003 VWAP,level,5,IS,overall,-0.03805,0.17775,-0.2141,-5.772,727,0.4512,,
34,vwap,l1_pending,IND-VOLUME-003 VWAP,level,5,IS,vol_high,-0.06377,0.19014,-0.3354,-4.295,164,0.3963,164.0,
34,vwap,l1_pending,IND-VOLUME-003 VWAP,level,5,IS,vol_low,-0.01517,0.17141,-0.0885,-1.465,274,0.5,274.0,
34,vwap,l1_pending,IND-VOLUME-003 VWAP,level,5,IS,vol_mid,-0.04515,0.17439,-0.2589,-4.402,289,0.436,289.0,
34,vwap,l1_pending,IND-VOLUME-003 VWAP,level,5,OOS,overall,-0.01017,0.17118,-0.0594,-1.519,654,0.4878,,
34,vwap,l1_pending,IND-VOLUME-003 VWAP,level,5,OOS,vol_high,-0.00454,0.19176,-0.0237,-0.369,243,0.5103,243.0,
34,vwap,l1_pending,IND-VOLUME-003 VWAP,level,5,OOS,vol_low,-0.00524,0.17016,-0.0308,-0.395,164,0.5122,168.0,
34,vwap,l1_pending,IND-VOLUME-003 VWAP,level,5,OOS,vol_mid,-0.01897,0.14932,-0.127,-1.997,247,0.4494,248.0,
34,vwap,l1_pending,IND-VOLUME-003 VWAP,level,10,IS,overall,-0.05289,0.18086,-0.2924,-7.885,727,0.3948,,
34,vwap,l1_pending,IND-VOLUME-003 VWAP,level,10,IS,vol_high,-0.0847,0.19531,-0.4337,-5.554,164,0.3354,164.0,
34,vwap,l1_pending,IND-VOLUME-003 VWAP,level,10,IS,vol_low,-0.03874,0.17432,-0.2222,-3.678,274,0.4088,274.0,
34,vwap,l1_pending,IND-VOLUME-003 VWAP,level,10,IS,vol_mid,-0.04825,0.17685,-0.2729,-4.638,289,0.4152,289.0,
34,vwap,l1_pending,IND-VOLUME-003 VWAP,level,10,OOS,overall,-0.01009,0.17583,-0.0574,-1.462,649,0.4931,,
34,vwap,l1_pending,IND-VOLUME-003 VWAP,level,10,OOS,vol_high,-0.00629,0.19443,-0.0323,-0.504,243,0.5185,243.0,
34,vwap,l1_pending,IND-VOLUME-003 VWAP,level,10,OOS,vol_low,0.01545,0.17939,0.0861,1.103,164,0.5793,168.0,
34,vwap,l1_pending,IND-VOLUME-003 VWAP,level,10,OOS,vol_mid,-0.03122,0.14999,-0.2081,-3.238,242,0.4091,248.0,
34,vwap,l1_pending,IND-VOLUME-003 VWAP,level,20,IS,overall,-0.07357,0.18124,-0.4059,-10.945,727,0.3728,,
34,vwap,l1_pending,IND-VOLUME-003 VWAP,level,20,IS,vol_high,-0.07333,0.20247,-0.3622,-4.638,164,0.4329,164.0,
34,vwap,l1_pending,IND-VOLUME-003 VWAP,level,20,IS,vol_low,-0.0719,0.16496,-0.4359,-7.215,274,0.3175,274.0,
34,vwap,l1_pending,IND-VOLUME-003 VWAP,level,20,IS,vol_mid,-0.07528,0.18385,-0.4095,-6.961,289,0.391,289.0,
34,vwap,l1_pending,IND-VOLUME-003 VWAP,level,20,OOS,overall,-0.00693,0.16982,-0.0408,-1.031,639,0.5086,,
34,vwap,l1_pending,IND-VOLUME-003 VWAP,level,20,OOS,vol_high,-0.0309,0.18238,-0.1694,-2.63,241,0.4523,243.0,
34,vwap,l1_pending,IND-VOLUME-003 VWAP,level,20,OOS,vol_low,0.02455,0.16374,0.15,1.92,164,0.5854,168.0,
34,vwap,l1_pending,IND-VOLUME-003 VWAP,level,20,OOS,vol_mid,-0.00431,0.157,-0.0274,-0.42,234,0.5128,248.0,
35,senkou_span_b,none,,level,5,IS,overall,-0.03939,0.17872,-0.2204,-5.619,650,0.4523,,
35,senkou_span_b,none,,level,5,IS,vol_high,-0.05798,0.19195,-0.302,-3.496,134,0.4179,164.0,
35,senkou_span_b,none,,level,5,IS,vol_low,-0.01917,0.17361,-0.1104,-1.821,272,0.5074,274.0,
35,senkou_span_b,none,,level,5,IS,vol_mid,-0.05173,0.17528,-0.2951,-4.61,244,0.4098,289.0,
35,senkou_span_b,none,,level,5,OOS,overall,-0.01624,0.18578,-0.0874,-2.22,645,0.476,,
35,senkou_span_b,none,,level,5,OOS,vol_high,-0.00913,0.2161,-0.0422,-0.658,243,0.5021,243.0,
35,senkou_span_b,none,,level,5,OOS,vol_low,-0.01427,0.17883,-0.0798,-1.022,164,0.4817,168.0,
35,senkou_span_b,none,,level,5,OOS,vol_mid,-0.02486,0.15484,-0.1606,-2.477,238,0.4454,248.0,
35,senkou_span_b,none,,level,10,IS,overall,-0.05246,0.17953,-0.2922,-7.45,650,0.3846,,
35,senkou_span_b,none,,level,10,IS,vol_high,-0.08084,0.19405,-0.4166,-4.823,134,0.3284,164.0,
35,senkou_span_b,none,,level,10,IS,vol_low,-0.04461,0.17639,-0.2529,-4.171,272,0.3934,274.0,
35,senkou_span_b,none,,level,10,IS,vol_mid,-0.04562,0.17383,-0.2624,-4.099,244,0.4057,289.0,
35,senkou_span_b,none,,level,10,OOS,overall,-0.01803,0.19531,-0.0923,-2.345,645,0.4713,,
35,senkou_span_b,none,,level,10,OOS,vol_high,-0.01233,0.22323,-0.0552,-0.861,243,0.5021,243.0,
35,senkou_span_b,none,,level,10,OOS,vol_low,0.00442,0.18951,0.0233,0.299,164,0.5366,168.0,
35,senkou_span_b,none,,level,10,OOS,vol_mid,-0.03933,0.16503,-0.2383,-3.677,238,0.395,248.0,
35,senkou_span_b,none,,level,20,IS,overall,-0.07219,0.17972,-0.4017,-10.24,650,0.3569,,
35,senkou_span_b,none,,level,20,IS,vol_high,-0.081,0.2139,-0.3787,-4.383,134,0.4104,164.0,
35,senkou_span_b,none,,level,20,IS,vol_low,-0.07986,0.16693,-0.4784,-7.89,272,0.2831,274.0,
35,senkou_span_b,none,,level,20,IS,vol_mid,-0.05879,0.1728,-0.3402,-5.315,244,0.4098,289.0,
35,senkou_span_b,none,,level,20,OOS,overall,-0.01724,0.19255,-0.0895,-2.263,639,0.4804,,
35,senkou_span_b,none,,level,20,OOS,vol_high,-0.03762,0.21338,-0.1763,-2.737,241,0.4481,243.0,
35,senkou_span_b,none,,level,20,OOS,vol_low,0.00343,0.17363,0.0198,0.253,164,0.5061,168.0,
35,senkou_span_b,none,,level,20,OOS,vol_mid,-0.01074,0.18098,-0.0593,-0.908,234,0.4957,248.0,
36,senkou_span_a,none,,level,5,IS,overall,-0.03713,0.17867,-0.2078,-5.403,676,0.4512,,
36,senkou_span_a,none,,level,5,IS,vol_high,-0.05138,0.18788,-0.2735,-3.282,144,0.4236,164.0,
36,senkou_span_a,none,,level,5,IS,vol_low,-0.01968,0.17373,-0.1133,-1.869,272,0.5037,274.0,
36,senkou_span_a,none,,level,5,IS,vol_mid,-0.04748,0.17774,-0.2671,-4.307,260,0.4115,289.0,
36,senkou_span_a,none,,level,5,OOS,overall,-0.01637,0.18797,-0.0871,-2.212,645,0.4713,,
36,senkou_span_a,none,,level,5,OOS,vol_high,-0.01058,0.21968,-0.0481,-0.751,243,0.4938,243.0,
36,senkou_span_a,none,,level,5,OOS,vol_low,-0.01234,0.17978,-0.0686,-0.879,164,0.4817,168.0,
36,senkou_span_a,none,,level,5,OOS,vol_mid,-0.02506,0.15614,-0.1605,-2.476,238,0.4412,248.0,
36,senkou_span_a,none,,level,10,IS,overall,-0.05185,0.17895,-0.2897,-7.533,676,0.3861,,
36,senkou_span_a,none,,level,10,IS,vol_high,-0.07613,0.18636,-0.4085,-4.902,144,0.3264,164.0,
36,senkou_span_a,none,,level,10,IS,vol_low,-0.04527,0.17692,-0.2559,-4.22,272,0.386,274.0,
36,senkou_span_a,none,,level,10,IS,vol_mid,-0.04528,0.17638,-0.2567,-4.14,260,0.4192,289.0,
36,senkou_span_a,none,,level,10,OOS,overall,-0.01817,0.19802,-0.0917,-2.33,645,0.4713,,
36,senkou_span_a,none,,level,10,OOS,vol_high,-0.0142,0.22751,-0.0624,-0.973,243,0.4979,243.0,
36,senkou_span_a,none,,level,10,OOS,vol_low,0.00581,0.19137,0.0304,0.389,164,0.5488,168.0,
36,senkou_span_a,none,,level,10,OOS,vol_mid,-0.03874,0.16634,-0.2329,-3.593,238,0.3908,248.0,
36,senkou_span_a,none,,level,20,IS,overall,-0.07078,0.17828,-0.397,-10.323,676,0.3624,,
36,senkou_span_a,none,,level,20,IS,vol_high,-0.07028,0.20767,-0.3384,-4.061,144,0.4375,164.0,
36,senkou_span_a,none,,level,20,IS,vol_low,-0.08131,0.16896,-0.4812,-7.937,272,0.2868,274.0,
36,senkou_span_a,none,,level,20,IS,vol_mid,-0.06005,0.17006,-0.3531,-5.694,260,0.4,289.0,
36,senkou_span_a,none,,level,20,OOS,overall,-0.01687,0.19626,-0.0859,-2.173,639,0.4773,,
36,senkou_span_a,none,,level,20,OOS,vol_high,-0.03945,0.21714,-0.1817,-2.82,241,0.4357,243.0,
36,senkou_span_a,none,,level,20,OOS,vol_low,0.00378,0.17751,0.0213,0.273,164,0.5061,168.0,
36,senkou_span_a,none,,level,20,OOS,vol_mid,-0.00808,0.18427,-0.0439,-0.671,234,0.5,248.0,
37,rvgi_sig,none,,oscillator,5,IS,overall,-0.03327,0.11068,-0.3006,-8.022,712,0.3638,,
37,rvgi_sig,none,,oscillator,5,IS,vol_high,-0.02304,0.11343,-0.2031,-2.601,164,0.378,164.0,
